date,temperature
2018-01-01,-9.574131944444444
2018-01-02,-9.55
2018-01-03,-8.771890971039182
2018-01-04,-3.4594936708860757
2018-01-05,-8.404302925989672
2018-01-06,-10.90366492146597
2018-01-07,-10.918382352941178
2018-01-08,-3.312797074954296
2018-01-09,2.5023880597014925
2018-01-10,0.5832764505119454
2018-01-11,7.974203821656051
2018-01-12,17.214690026954177
2018-01-13,7.9543391188251
2018-01-14,-5.715161839863714
2018-01-15,-5.882178217821782
2018-01-16,-1.5440860215053764
2018-01-17,-1.9065950920245398
2018-01-18,-3.312414965986395
2018-01-19,0.7261904761904762
2018-01-20,3.635042735042735
2018-01-21,6.4183361629881155
2018-01-22,12.582525951557093
2018-01-23,14.483958020989505
2018-01-24,5.8298305084745765
2018-01-25,2.528279386712095
2018-01-26,-0.07006802721088436
2018-01-27,7.166496598639455
2018-01-28,11.36380027739251
2018-01-29,7.431155015197568
2018-01-30,0.8387218045112782
2018-01-31,-2.8110307414104883
2018-02-01,6.446434782608695
2018-02-02,2.4473515248796147
2018-02-03,-5.826020408163265
2018-02-04,0.6566145092460882
2018-02-05,0.9399116347569957
2018-02-06,-0.5031825795644891
2018-02-07,0.5711267605633803
2018-02-08,0.8903553299492386
2018-02-09,0.027805695142378573
2018-02-10,5.595511921458625
2018-02-11,12.064214046822743
2018-02-12,11.52300469483568
2018-02-13,1.7793570219966157
2018-02-14,4.605574324324325
2018-02-15,14.631518151815182
2018-02-16,16.901138211382115
2018-02-17,3.1065052950075644
2018-02-18,4.042284866468843
2018-02-19,5.209516380655226
2018-02-20,14.957233704292529
2018-02-21,20.085385878489326
2018-02-22,14.592778649921508
2018-02-23,6.536075036075036
2018-02-24,10.500397350993378
2018-02-25,10.11583769633508
2018-02-26,10.090114613180516
2018-02-27,5.452613240418119
2018-02-28,9.135008665511265
2018-03-01,10.714405360134004
2018-03-02,8.36186943620178
2018-03-03,6.252598752598753
2018-03-04,5.628214971209213
2018-03-05,4.069298245614035
2018-03-06,1.3607445008460237
