date,temperature
2021-01-01,3.439100346020761
2021-01-02,5.999494097807757
2021-01-03,4.9628366247755835
2021-01-04,2.6999999999999997
2021-01-05,4.163963963963964
2021-01-06,4.606042884990254
2021-01-07,2.7738703339882123
2021-01-08,1.3873747494989979
2021-01-09,2.5894523326572005
2021-01-10,4.2284046692607005
2021-01-11,-0.3211462450592885
2021-01-12,1.0920997920997921
2021-01-13,1.6679012345679012
2021-01-14,2.4672619047619047
2021-01-15,3.6825049701789263
2021-01-16,4.200899280575539
2021-01-17,2.9014227642276422
2021-01-18,2.9421810699588478
2021-01-19,4.030255402750491
2021-01-20,3.7721999999999998
2021-01-21,2.5451025056947607
2021-01-22,5.253254437869822
2021-01-23,0.12734375
2021-01-24,-1.5696078431372549
2021-01-25,2.318426103646833
2021-01-26,1.1972350230414746
2021-01-27,4.161493123772102
2021-01-28,1.028688524590164
2021-01-29,-2.0534632034632034
2021-01-30,-2.5707818930041153
2021-01-31,-0.510016694490818
2021-02-01,-0.663961038961039
2021-02-02,1.171107544141252
2021-02-03,2.652892561983471
2021-02-04,2.527083333333333
2021-02-05,7.7404123711340205
2021-02-06,5.0161702127659575
2021-02-07,3.2503460207612456
2021-02-08,-0.7697999999999999
2021-02-09,2.4508163265306124
2021-02-10,2.5935550935550937
2021-02-11,1.359391771019678
2021-02-12,-0.6767590618336886
2021-02-13,-1.0291814946619218
2021-02-14,-0.36259124087591244
2021-02-15,2.3202312138728325
2021-02-16,3.4681742043551087
2021-02-17,-1.0545454545454545
2021-02-18,-1.6962962962962964
2021-02-19,-0.02448979591836735
2021-02-20,-0.7167095115681235
2021-02-21,-2.0677215189873417
2021-02-22,0.8551056338028169
2021-02-23,4.661974405850091
2021-02-24,7.380923694779116
2021-02-25,10.961914460285133
2021-02-26,4.684344422700587
2021-02-27,5.101018675721562
2021-02-28,7.577079482439926
2021-03-01,8.655038759689923
2021-03-02,4.288
2021-03-03,4.666734279918864
2021-03-04,6.795901639344263
2021-03-05,2.3093625498007966
2021-03-06,3.095266272189349
2021-03-07,1.5878192534381141
2021-03-08,2.71747572815534
2021-03-09,8.527165354330709
2021-03-10,11.802296450939458
2021-03-11,16.83625
2021-03-12,17.72785862785863
2021-03-13,12.842738589211617
2021-03-14,8.84229979466119
2021-03-15,6.121369294605809
2021-03-16,5.371619047619047
2021-03-17,6.89250936329588
2021-03-18,9.573070325900515
2021-03-19,7.845351043643264
2021-03-20,5.581800391389433
2021-03-21,6.623904382470119
2021-03-22,8.19502982107356
2021-03-23,11.150287907869481
2021-03-24,13.606734992679355
2021-03-25,14.674598540145986
2021-03-26,21.35090909090909
2021-03-27,15.608764940239045
2021-03-28,15.984310344827586
2021-03-29,11.364318181818183
2021-03-30,10.85161943319838
2021-03-31,15.886084142394823
2021-04-01,9.293301435406699
2021-04-02,3.0981854838709677
2021-04-03,4.5440313111545985
2021-04-04,12.082046332046332
2021-04-05,14.422044088176353
2021-04-06,16.247011952191237
2021-04-07,17.62450980392157
2021-04-08,17.724554455445542
2021-04-09,14.35171821305842
2021-04-10,16.190420168067227
2021-04-11,19.834690265486728
2021-04-12,16.361439114391143
2021-04-13,13.689225589225588
2021-04-14,12.93097514340344
2021-04-15,14.293229166666666
2021-04-16,10.116468253968254
2021-04-17,10.55343811394892
2021-04-18,12.126181102362205
2021-04-19,12.220696324951644
2021-04-20,14.126824457593688
2021-04-21,15.131013916500994
2021-04-22,6.598043052837573
2021-04-23,9.146107784431138
2021-04-24,10.076553106212424
2021-04-25,12.622275641025642
2021-04-26,13.39604743083004
2021-04-27,16.724
2021-04-28,24.006425702811246
2021-04-29,24.013247863247866
2021-04-30,19.580462184873948
2021-05-01,13.641372549019609
2021-05-02,18.757926829268293
2021-05-03,21.12316602316602
2021-05-04,22.168760611205432
2021-05-05,19.815184049079754
2021-05-06,14.006102362204725
2021-05-07,10.787755102040817
2021-05-08,9.98445945945946
2021-05-09,12.428599605522683
2021-05-10,17.342412451361866
2021-05-11,14.475542406311638
2021-05-12,14.093574297188756
2021-05-13,13.086032388663968
2021-05-14,13.633057851239668
2021-05-15,15.146979865771812
2021-05-16,13.958004158004158
2021-05-17,15.55760649087221
2021-05-18,17.770940170940168
2021-05-19,20.02626050420168
2021-05-20,15.322463768115941
