date,temperature
2017-01-01,7.327972027972027
2017-01-02,6.300692041522492
2017-01-03,6.517524115755627
2017-01-04,8.995238095238095
2017-01-05,0.9116945107398569
2017-01-06,0.4178794178794179
2017-01-07,-4.652823315118397
2017-01-08,-8.063247863247863
2017-01-09,-8.951068376068378
2017-01-10,-3.6254273504273504
2017-01-11,6.78067940552017
2017-01-12,14.222689075630251
2017-01-13,13.597840172786178
2017-01-14,3.5078014184397164
2017-01-15,4.146728971962617
2017-01-16,5.22989898989899
2017-01-17,7.0645051194539255
2017-01-18,11.277704918032786
2017-01-19,6.123206751054853
2017-01-20,5.570647773279353
2017-01-21,9.260755336617406
2017-01-22,9.460163934426228
2017-01-23,8.091441441441441
2017-01-24,5.677877697841727
2017-01-25,8.9109243697479
2017-01-26,11.2167714884696
2017-01-27,5.040645161290323
2017-01-28,3.51474358974359
2017-01-29,2.6910256410256412
2017-01-30,1.3545620437956203
2017-01-31,2.637606837606838
2017-02-01,6.781914893617022
2017-02-02,6.780128205128205
2017-02-03,2.4718550106609807
2017-02-04,-0.5635394456289979
2017-02-05,4.190811965811966
2017-02-06,6.1203426124197
2017-02-07,15.219624217118998
2017-02-08,18.24237288135593
2017-02-09,5.562778730703259
2017-02-10,-1.9782178217821782
2017-02-11,6.379003558718861
2017-02-12,10.351020408163265
2017-02-13,7.776419965576593
2017-02-14,2.2472854640980735
2017-02-15,5.024448529411765
2017-02-16,2.7492031872509957
2017-02-17,1.8522357723577234
2017-02-18,7.79369918699187
2017-02-19,16.21164658634538
2017-02-20,11.787804878048782
2017-02-21,8.527789046653144
2017-02-22,10.905679513184584
2017-02-23,16.3474609375
2017-02-24,17.322709163346612
2017-02-25,17.885607476635514
2017-02-26,6.482926829268292
2017-02-27,4.560772357723577
2017-02-28,12.183098591549296
2017-03-01,16.137649063032367
2017-03-02,11.631137724550898
2017-03-03,3.260727969348659
2017-03-04,0.713
2017-03-05,0.09979674796747967
2017-03-06,3.7967806841046277
2017-03-07,13.090140845070422
2017-03-08,15.067362428842504
2017-03-09,15.29899193548387
2017-03-10,7.809444444444445
2017-03-11,1.2843373493975905
2017-03-12,0.8953252032520326
2017-03-13,0.710236220472441
2017-03-14,1.3192468619246862
2017-03-15,-2.107302231237323
2017-03-16,0.8206477732793522
2017-03-17,2.6760479041916168
2017-03-18,7.723608445297505
2017-03-19,6.585494880546075
2017-03-20,6.7144308943089435
2017-03-21,11.203420523138833
2017-03-22,9.075806451612904
2017-03-23,3.0254065040650406
2017-03-24,6.8436
2017-03-25,19.307662082514735
2017-03-26,13.04647619047619
2017-03-27,13.30405844155844
2017-03-28,18.626033057851238
2017-03-29,16.380961538461538
2017-03-30,10.549087221095334
2017-03-31,9.360505529225907
2017-04-01,11.52367941712204
2017-04-02,11.451016260162602
2017-04-03,12.462449799196788
2017-04-04,19.149200710479573
2017-04-05,17.74314516129032
2017-04-06,15.518552036199093
2017-04-07,9.444016227180526
2017-04-08,9.471031746031745
2017-04-09,11.822199592668024
2017-04-10,16.99939271255061
2017-04-11,22.184554455445546
2017-04-12,20.78125
2017-04-13,17.001428571428573
2017-04-14,15.570731707317073
2017-04-15,17.49582504970179
2017-04-16,23.8248
2017-04-17,19.68023483365949
