date,temperature
2020-01-01,4.736575875486381
2020-01-02,2.887814313346228
2020-01-03,10.03210702341137
2020-01-04,11.769565217391303
2020-01-05,6.165048543689321
2020-01-06,3.694509803921569
2020-01-07,0.16371100164203614
2020-01-08,1.455090909090909
2020-01-09,-0.437015503875969
2020-01-10,5.444866920152092
2020-01-11,14.7326171875
2020-01-12,18.534476843910806
2020-01-13,8.591081593927894
2020-01-14,7.051192368839428
2020-01-15,8.447113884555383
2020-01-16,10.457536764705882
2020-01-17,1.7151452282157678
2020-01-18,-1.2773195876288659
2020-01-19,4.847916666666666
2020-01-20,-1.6969052224371373
2020-01-21,-2.179647749510763
2020-01-22,-2.1359183673469384
2020-01-23,-1.547410358565737
2020-01-24,4.6753846153846155
2020-01-25,9.417619047619048
2020-01-26,4.505212355212355
2020-01-27,4.234131736526947
2020-01-28,5.96188605108055
2020-01-29,4.720392156862745
2020-01-30,0.31968810916179335
2020-01-31,1.66420233463035
2020-02-01,2.8192236598890945
2020-02-02,5.42765625
2020-02-03,9.965175097276266
2020-02-04,15.263117870722432
2020-02-05,10.067210144927538
2020-02-06,4.576954177897574
2020-02-07,10.021538461538462
2020-02-08,2.6785714285714284
2020-02-09,2.463953488372093
2020-02-10,7.062075471698114
2020-02-11,10.870081967213114
2020-02-12,7.986259541984733
2020-02-13,8.71923076923077
2020-02-14,3.923459244532803
2020-02-15,-2.4730158730158727
2020-02-16,3.26171875
2020-02-17,5.958110882956879
2020-02-18,7.380790960451977
2020-02-19,9.465057915057914
2020-02-20,1.9023668639053255
2020-02-21,-0.2347648261758691
2020-02-22,0.8666666666666667
2020-02-23,3.806374501992032
2020-02-24,5.830155642023346
2020-02-25,9.504674457429049
2020-02-26,10.483551673944687
2020-02-27,6.52663139329806
2020-02-28,2.6492957746478876
2020-02-29,1.3581573896353167
2020-03-01,1.7058139534883723
2020-03-02,8.72895752895753
2020-03-03,11.770138888888889
2020-03-04,12.70094696969697
2020-03-05,9.246124031007753
2020-03-06,5.6700970873786405
2020-03-07,6.9981744421906695
2020-03-08,6.034174757281553
2020-03-09,13.290466926070039
2020-03-10,16.848565965583173
2020-03-11,13.238709677419354
2020-03-12,11.697845601436265
2020-03-13,15.279727427597956
2020-03-14,12.085971943887774
2020-03-15,6.463252032520326
2020-03-16,5.195246800731262
2020-03-17,9.992734225621415
2020-03-18,10.95193482688391
2020-03-19,15.56404255319149
2020-03-20,21.784095427435386
2020-03-21,14.236434108527131
2020-03-22,8.114747474747475
2020-03-23,6.495567375886525
2020-03-24,8.253693693693695
2020-03-25,8.21505376344086
2020-03-26,8.715753424657533
2020-03-27,14.60965250965251
2020-03-28,13.778440366972477
2020-03-29,14.430794701986756
2020-03-30,16.147746243739565
2020-03-31,11.152285191956125
2020-04-01,7.77879282218597
2020-04-02,10.920925553319918
2020-04-03,14.009393346379648
2020-04-04,11.941040462427745
2020-04-05,12.130250481695569
2020-04-06,15.692803030303029
2020-04-07,14.602048417132217
